program_id,program_name,department,district,start_date,budget_allocated,beneficiaries,completion_rate,budget_utilization,satisfaction_score,social_engagement,sentiment_score,reach_rate,cost_per_beneficiary,roi_score,effectiveness_score,impact_category,implementation_status,risk_level,strategic_recommendation,budget_efficiency_score,beneficiary_scale,satisfaction_category,budget_tier,program_age_days,program_maturity
PRG-00093,Agricultural Innovation,Dinas Pertanian,Junrejo,2024-12-19,6142201119,46245,100.0,68.55,3.33,6287,0.507,68.97,132818.71,78.26,78.26,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,114.16484318016047,Large Scale,Moderate,Tier 3,509,Established
PRG-00094,Agricultural Innovation,Dinas Pertanian,Bumiaji,2024-04-28,2976426797,43836,91.12,93.3,4.89,80767,0.772,84.97,67899.14,91.65,91.65,High Impact,Completed,Low,Scale up program implementation.,98.23151125401931,Large Scale,High,Tier 2,744,Mature
PRG-00095,Digital Literacy Program,DISKOMINFO,Batu,2025-12-26,2372852789,42578,84.04,88.89,4.37,138023,0.845,86.69,55729.55,86.95,86.95,High Impact,Completed,Low,Scale up program implementation.,97.81752728090899,Large Scale,High,Tier 1,137,Early Stage
PRG-00096,Youth Entrepreneurship,Dinas Koperasi,Bumiaji,2025-12-04,3380327491,31023,87.97,84.82,3.92,151354,0.522,100.0,108961.98,86.35,86.35,High Impact,Completed,Low,Scale up program implementation.,101.80381985380806,Large Scale,Moderate,Tier 2,159,Early Stage
PRG-00097,Healthcare Outreach,Dinas Kesehatan,Junrejo,2024-03-12,8749648005,21111,91.84,70.93,3.82,161359,0.927,67.85,414459.19,80.52,80.52,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,113.52037219794163,Large Scale,Moderate,Tier 4,791,Mature
PRG-00098,Agricultural Innovation,Dinas Pertanian,Junrejo,2025-11-10,4142197907,7065,55.24,64.74,4.93,141256,0.532,74.71,586298.36,73.54,73.54,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,113.59283286994132,Medium Scale,High,Tier 2,183,Growing
PRG-00099,Digital Literacy Program,DISKOMINFO,Bumiaji,2024-11-12,7659250505,46058,73.03,88.55,4.23,42157,0.067,80.48,166295.77,77.79,77.79,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,87.84867306606438,Large Scale,High,Tier 4,546,Established
PRG-00100,Healthcare Outreach,Dinas Kesehatan,Junrejo,2025-12-14,1046696950,25019,88.83,79.18,4.38,121430,0.608,100.0,41836.08,88.48,88.48,High Impact,Completed,Low,Scale up program implementation.,111.74539025006314,Large Scale,High,Tier 1,149,Early Stage
PRG-00101,Education Assistance,Dinas Pendidikan,Bumiaji,2025-01-23,4377520294,9946,91.94,98.1,3.83,68779,0.547,100.0,440128.72,89.16,89.16,High Impact,Completed,Low,Scale up program implementation.,90.8868501529052,Medium Scale,Moderate,Tier 2,474,Established
PRG-00102,Agricultural Innovation,Dinas Pertanian,Bumiaji,2024-11-04,4080822352,47214,86.82,83.94,4.24,187252,0.383,63.32,86432.46,79.43,79.43,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,94.62711460567074,Large Scale,High,Tier 2,554,Established
PRG-00103,Digital Literacy Program,DISKOMINFO,Junrejo,2024-08-03,7606906538,36496,69.78,100.0,4.88,148550,0.332,97.96,208431.24,86.57,86.57,High Impact,In Progress,Low,Scale up program implementation.,86.57,Large Scale,High,Tier 4,647,Established
PRG-00104,Environmental Sustainability,Dinas Lingkungan Hidup,Junrejo,2025-03-28,3401796894,34061,100.0,80.26,3.42,78834,0.422,82.9,99873.66,82.81,82.81,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,103.17717418390231,Large Scale,Moderate,Tier 2,410,Established
PRG-00105,Youth Entrepreneurship,Dinas Koperasi,Junrejo,2024-06-22,3329742424,44665,71.31,64.75,4.2,18368,1.0,91.02,74549.25,80.31,80.31,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,124.03088803088804,Large Scale,High,Tier 2,689,Established
PRG-00106,Digital Literacy Program,DISKOMINFO,Bumiaji,2025-11-10,1939622619,27806,70.76,89.09,4.5,196716,0.504,84.63,69755.54,81.54,81.54,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,91.52542372881356,Large Scale,High,Tier 1,183,Growing
PRG-00107,Tourism Promotion Campaign,Dinas Pariwisata,Bumiaji,2024-11-13,1355256552,28132,100.0,100.0,4.98,176399,0.322,73.06,48174.91,91.1,91.1,High Impact,Expanded,Low,Scale up program implementation.,91.1,Large Scale,High,Tier 1,545,Established
PRG-00108,Smart City Initiative,DISKOMINFO,Batu,2024-09-07,9020940324,36685,76.36,100.0,4.39,69244,0.799,67.64,245902.69,82.37,82.37,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,82.37,Large Scale,High,Tier 4,612,Established
PRG-00109,Agricultural Innovation,Dinas Pertanian,Batu,2025-04-11,9925027564,39724,92.23,64.79,3.97,127161,0.607,90.61,249849.65,83.41,83.41,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,128.7390029325513,Large Scale,Moderate,Tier 4,396,Established
PRG-00110,Education Assistance,Dinas Pendidikan,Junrejo,2025-02-13,1547905204,7283,81.54,85.4,3.27,68526,0.71,67.53,212536.76,75.69,75.69,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,88.62997658079624,Medium Scale,Moderate,Tier 1,453,Established
PRG-00111,Smart City Initiative,DISKOMINFO,Batu,2025-03-11,1439915527,5257,73.93,81.45,4.34,20816,0.454,73.97,273904.42,78.18,78.18,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,95.9852670349908,Medium Scale,High,Tier 1,427,Established
PRG-00112,Youth Entrepreneurship,Dinas Koperasi,Junrejo,2024-02-21,2894039673,31695,68.72,74.6,4.18,152878,0.281,80.24,91309.03,75.17,75.17,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,100.76407506702414,Large Scale,High,Tier 2,811,Mature
PRG-00113,Digital UMKM Empowerment,Dinas Koperasi,Junrejo,2024-05-16,8237025391,27338,98.2,84.7,3.85,160024,-0.081,77.51,301303.15,81.53,81.53,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,96.25737898465172,Large Scale,Moderate,Tier 4,726,Established
PRG-00114,Youth Entrepreneurship,Dinas Koperasi,Bumiaji,2025-09-01,9773512584,28571,75.48,71.49,4.49,39258,0.797,38.11,342078.07,72.4,72.4,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,101.27290530144077,Large Scale,High,Tier 4,253,Growing
PRG-00115,Environmental Sustainability,Dinas Lingkungan Hidup,Junrejo,2024-09-22,3728856718,38500,96.95,67.27,3.91,130948,0.357,79.65,96853.42,81.45,81.45,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,121.07923294187603,Large Scale,Moderate,Tier 2,597,Established
PRG-00116,Digital Literacy Program,DISKOMINFO,Bumiaji,2025-05-11,3191864041,38141,79.79,96.33,3.37,184675,0.756,45.39,83685.9,73.09,73.09,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,75.87459773694593,Large Scale,Moderate,Tier 2,366,Established
PRG-00117,Digital Literacy Program,DISKOMINFO,Junrejo,2024-03-20,7859619163,47563,82.31,73.89,3.16,73258,0.703,80.15,165246.5,76.12,76.12,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,103.01799972932739,Large Scale,Moderate,Tier 4,783,Mature
PRG-00118,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2024-12-09,2819936135,14075,93.74,85.6,3.89,163893,0.762,84.3,200350.7,86.1,86.1,High Impact,Completed,Low,Scale up program implementation.,100.5841121495327,Medium Scale,Moderate,Tier 2,519,Established
PRG-00119,Public WiFi Expansion,DISKOMINFO,Batu,2024-08-24,9746228194,12675,100.0,77.93,3.74,149399,0.216,81.46,768933.19,82.75,82.75,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,106.18503785448478,Medium Scale,Moderate,Tier 4,626,Established
PRG-00120,Tourism Promotion Campaign,Dinas Pariwisata,Batu,2025-02-28,6545593274,16532,73.41,91.26,3.41,163491,0.582,81.93,395934.75,77.07,77.07,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,84.45101906640367,Medium Scale,Moderate,Tier 3,438,Established
PRG-00121,Youth Entrepreneurship,Dinas Koperasi,Junrejo,2025-03-01,767429212,23736,67.1,79.84,4.82,117243,0.012,58.79,32331.87,73.04,73.04,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,91.48296593186373,Large Scale,High,Tier 1,437,Established
PRG-00122,Education Assistance,Dinas Pendidikan,Junrejo,2025-08-21,7267538527,46460,100.0,70.47,3.8,121307,0.492,63.36,156425.71,79.7,79.7,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,113.09777210160352,Large Scale,Moderate,Tier 3,264,Growing
PRG-00123,Environmental Sustainability,Dinas Lingkungan Hidup,Batu,2024-12-26,8384394611,2606,83.37,89.5,3.9,3573,0.436,91.05,3217342.52,83.32,83.32,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,93.0949720670391,Small Scale,Moderate,Tier 4,502,Established
PRG-00124,Youth Entrepreneurship,Dinas Koperasi,Bumiaji,2025-07-13,4356070374,34572,94.69,81.77,3.87,131282,0.189,74.66,125999.95,80.9,80.9,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,98.93604011251071,Large Scale,Moderate,Tier 2,303,Growing
PRG-00125,Environmental Sustainability,Dinas Lingkungan Hidup,Batu,2024-10-06,6666868574,11872,95.24,99.51,4.17,170315,0.778,66.61,561562.38,86.54,86.54,High Impact,Expanded,Low,Scale up program implementation.,86.9661340568787,Medium Scale,High,Tier 3,583,Established
PRG-00126,Smart City Initiative,DISKOMINFO,Junrejo,2024-12-10,8222962486,22680,81.96,98.29,4.36,2622,0.225,64.36,362564.48,80.13,80.13,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,81.52406145080882,Large Scale,High,Tier 4,518,Established
PRG-00127,Public WiFi Expansion,DISKOMINFO,Junrejo,2024-05-10,2794043548,29902,100.0,100.0,3.55,191124,0.578,73.15,93440.02,85.26,85.26,High Impact,Expanded,Low,Scale up program implementation.,85.26,Large Scale,Moderate,Tier 2,732,Mature
PRG-00128,Education Assistance,Dinas Pendidikan,Bumiaji,2025-07-31,3347562279,29873,95.72,81.75,4.11,102371,0.487,74.66,112059.8,83.92,83.92,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,102.65443425076452,Large Scale,High,Tier 2,285,Growing
PRG-00129,Digital UMKM Empowerment,Dinas Koperasi,Bumiaji,2025-03-14,2482979741,24563,84.77,92.32,4.4,185374,0.483,85.4,101086.18,85.76,85.76,High Impact,Completed,Low,Scale up program implementation.,92.894280762565,Large Scale,High,Tier 1,424,Established
PRG-00130,Smart City Initiative,DISKOMINFO,Junrejo,2025-01-23,1905969000,24363,84.22,94.08,3.26,147922,0.544,62.27,78232.11,75.87,75.87,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,80.64413265306123,Large Scale,Moderate,Tier 1,474,Established
PRG-00131,Environmental Sustainability,Dinas Lingkungan Hidup,Junrejo,2024-12-11,6423301988,40885,81.58,100.0,3.76,14350,0.903,92.79,157106.57,86.32,86.32,High Impact,Completed,Low,Scale up program implementation.,86.32,Large Scale,Moderate,Tier 3,517,Established
PRG-00132,Education Assistance,Dinas Pendidikan,Junrejo,2024-03-24,2519952485,7460,74.87,74.81,3.98,133413,0.771,88.34,337795.24,80.08,80.08,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,107.04451276567303,Medium Scale,Moderate,Tier 1,779,Mature
PRG-00133,Youth Entrepreneurship,Dinas Koperasi,Batu,2024-12-24,1562073697,2921,82.48,88.11,4.25,91600,0.634,84.44,534773.6,84.25,84.25,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,95.61911247304506,Small Scale,High,Tier 1,504,Established
PRG-00134,Smart City Initiative,DISKOMINFO,Bumiaji,2024-06-05,1524542722,12682,84.49,75.49,5.0,45813,0.539,69.19,120213.11,83.21,83.21,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,110.2265200688833,Medium Scale,High,Tier 1,706,Established
PRG-00135,Environmental Sustainability,Dinas Lingkungan Hidup,Bumiaji,2024-04-27,5731117883,11622,81.53,94.82,4.12,38265,0.457,100.0,493126.65,86.54,86.54,High Impact,Completed,Low,Scale up program implementation.,91.26766504956761,Medium Scale,High,Tier 3,745,Mature
PRG-00136,Digital Literacy Program,DISKOMINFO,Junrejo,2024-06-20,3585320828,24577,86.08,73.95,4.38,97443,0.705,77.25,145881.14,82.77,82.77,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,111.92697768762676,Large Scale,High,Tier 2,691,Established
PRG-00137,Public WiFi Expansion,DISKOMINFO,Junrejo,2024-04-20,2985432021,30366,97.07,79.05,4.0,7640,0.34,100.0,98314.96,87.67,87.67,High Impact,Expanded,Low,Scale up program implementation.,110.9044908285895,Large Scale,Moderate,Tier 2,752,Mature
PRG-00138,Digital Literacy Program,DISKOMINFO,Bumiaji,2025-11-24,6406898409,8064,87.82,96.68,4.26,80273,0.395,92.94,794506.25,87.69,87.69,High Impact,Completed,Low,Scale up program implementation.,90.70128258171286,Medium Scale,High,Tier 3,169,Early Stage
PRG-00139,Tourism Promotion Campaign,Dinas Pariwisata,Batu,2025-08-29,3193985578,1045,90.56,88.47,4.77,62916,0.279,77.64,3056445.53,86.23,86.23,High Impact,Completed,Low,Scale up program implementation.,97.46806827173053,Small Scale,High,Tier 2,256,Growing
PRG-00140,Digital UMKM Empowerment,Dinas Koperasi,Bumiaji,2024-11-04,3861393222,33539,75.34,83.54,4.9,135502,0.884,80.53,115131.44,85.16,85.16,High Impact,Completed,Low,Scale up program implementation.,101.93919080679913,Large Scale,High,Tier 2,554,Established
PRG-00141,Healthcare Outreach,Dinas Kesehatan,Bumiaji,2025-03-14,7636179811,20644,78.4,79.95,3.55,113573,0.187,54.13,369898.27,70.01,70.01,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,87.56722951844904,Large Scale,Moderate,Tier 4,424,Established
PRG-00142,Digital UMKM Empowerment,Dinas Koperasi,Bumiaji,2025-10-25,1965576748,25057,89.64,78.47,3.95,44001,0.288,90.03,78444.22,82.85,82.85,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,105.58175098763859,Large Scale,Moderate,Tier 1,199,Growing
PRG-00143,Education Assistance,Dinas Pendidikan,Junrejo,2024-04-18,5452059278,32623,93.81,85.86,4.07,35636,0.619,75.76,167123.17,84.63,84.63,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,98.56743535988818,Large Scale,High,Tier 3,754,Mature
PRG-00144,Public WiFi Expansion,DISKOMINFO,Bumiaji,2025-06-18,6871573279,49488,74.09,99.67,4.99,166229,0.291,70.04,138853.32,82.59,82.59,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,82.86344938296378,Large Scale,High,Tier 3,328,Growing
PRG-00145,Education Assistance,Dinas Pendidikan,Bumiaji,2025-08-29,5947717367,17820,88.66,81.77,3.83,67262,0.408,99.31,333766.41,84.9,84.9,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,103.82780971016265,Medium Scale,Moderate,Tier 3,256,Growing
PRG-00146,Tourism Promotion Campaign,Dinas Pariwisata,Batu,2024-10-12,8581544414,27185,75.15,100.0,3.73,34660,1.0,92.07,315672.04,84.63,84.63,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,84.63,Large Scale,Moderate,Tier 4,577,Established
PRG-00147,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2025-08-06,6422713963,35201,80.4,99.26,3.28,66160,0.271,76.96,182458.28,77.15,77.15,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,77.72516623010276,Large Scale,Moderate,Tier 3,279,Growing
PRG-00148,Smart City Initiative,DISKOMINFO,Junrejo,2024-11-28,5575963527,43020,79.75,79.49,4.16,26559,0.391,79.53,129613.29,79.5,79.5,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,100.01258019876715,Large Scale,High,Tier 3,530,Established
PRG-00149,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2024-09-21,6256711494,42373,75.79,90.24,4.09,116005,0.747,96.08,147657.98,84.68,84.68,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,93.83865248226951,Large Scale,High,Tier 3,598,Established
PRG-00150,Agricultural Innovation,Dinas Pertanian,Bumiaji,2024-10-09,2887104291,2091,86.12,93.45,5.0,100616,0.51,82.58,1380728.98,88.92,88.92,High Impact,Completed,Low,Scale up program implementation.,95.15248796147672,Small Scale,High,Tier 2,580,Established
PRG-00151,Youth Entrepreneurship,Dinas Koperasi,Batu,2024-03-28,6540562787,20123,74.35,83.26,3.84,183828,0.212,94.0,325029.21,78.88,78.88,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,94.73937064616862,Large Scale,Moderate,Tier 3,775,Mature
PRG-00152,Youth Entrepreneurship,Dinas Koperasi,Batu,2025-12-08,7852307139,21170,96.03,78.72,4.43,195692,0.357,65.5,370916.73,82.64,82.64,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,104.97967479674797,Large Scale,High,Tier 4,155,Early Stage
PRG-00153,Environmental Sustainability,Dinas Lingkungan Hidup,Batu,2024-04-05,1763732197,37009,100.0,91.43,3.67,192533,0.296,87.79,47656.85,86.1,86.1,High Impact,Expanded,Low,Scale up program implementation.,94.17040358744393,Large Scale,Moderate,Tier 1,767,Mature
PRG-00154,Education Assistance,Dinas Pendidikan,Bumiaji,2024-09-06,7292729530,32466,59.29,85.79,4.2,77242,0.512,100.0,224626.67,79.24,79.24,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,92.36507751486185,Large Scale,High,Tier 3,613,Established
PRG-00155,Environmental Sustainability,Dinas Lingkungan Hidup,Bumiaji,2025-06-27,6271394050,42707,77.79,99.07,4.41,145579,0.274,85.78,146846.98,83.76,83.76,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,84.54628040779248,Large Scale,High,Tier 3,319,Growing
PRG-00156,Youth Entrepreneurship,Dinas Koperasi,Junrejo,2024-12-26,7813706299,7991,74.5,98.74,3.54,124797,0.392,100.0,977813.33,81.8,81.8,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,82.84383228681385,Medium Scale,Moderate,Tier 4,502,Established
PRG-00157,Digital Literacy Program,DISKOMINFO,Junrejo,2024-09-14,1490153355,21453,100.0,80.6,3.16,58372,0.796,100.0,69461.3,86.88,86.88,High Impact,Expanded,Low,Scale up program implementation.,107.79156327543424,Large Scale,Moderate,Tier 1,605,Established
PRG-00158,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2024-05-02,3464229896,29741,81.21,94.78,4.07,90186,0.143,75.33,116479.94,79.73,79.73,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,84.12112259970459,Large Scale,High,Tier 2,740,Mature
PRG-00159,Tourism Promotion Campaign,Dinas Pariwisata,Batu,2025-05-10,7358164010,42346,75.49,96.77,4.36,53307,0.594,58.8,173762.91,78.67,78.67,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,81.29585615376666,Large Scale,High,Tier 3,367,Established
PRG-00160,Digital UMKM Empowerment,Dinas Koperasi,Batu,2024-10-30,5772000062,44913,92.47,85.78,3.47,54268,-0.012,69.5,128515.13,76.79,76.79,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,89.51970156213571,Large Scale,Moderate,Tier 3,559,Established
PRG-00161,Public WiFi Expansion,DISKOMINFO,Junrejo,2024-01-15,5338636972,13357,79.11,91.52,3.41,170230,0.811,100.0,399688.33,83.57,83.57,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,91.31337412587412,Medium Scale,Moderate,Tier 3,848,Mature
